,event_name,slot_date,count,max_amount,location,language,creator_id,creator_name,creator_info,participants
120,Travel Tales with Suman Raj,08/03/2025,10,2500,bangalore,"['english', 'tamil']",120,Susan Singh,"['emotions and feelings', 'mainstream blockbuster lover', 'funny person', 'classic and timeless', 'spontanous and improvized', 'neither rap or rock', 'Slightly Introverted', 'Very Highly Motivated', 'Moderately Creative', 'Occasionally Stressed', 'Good Job', 'Slightly Spiritual', 'Not Family-Oriented at All', 'Occasionally Lonely', 'Slightly Enjoys Going Out', 'Fairly Enjoys Working Out', 'Academic Success Slightly Matters', 'Prefers Nature Strongly', 'Mildly Enjoys Politically Incorrect Humor', 'Moderately Enjoys Discussing Politics']","[{'participant_name': 'Amy Miller', 'profession': 'geoscientist', 'participant_info': ['logical and facts', ""author's film enthusiast"", 'smart person', 'classic and timeless', 'spontanous and improvized', 'neither rap or rock', 'Slightly Extroverted', 'Fairly Motivated', 'Not Creative at All', 'Rarely Stressed', 'Dream Job', 'Very Highly Spiritual', 'Highly Family-Oriented', 'Never Lonely', 'Occasionally Enjoys Going Out', 'Rarely Works Out', 'Academic Success Rarely Matters', 'Leans Toward City', 'Moderately Enjoys Politically Incorrect Humor', 'Somewhat Enjoys Discussing Politics']}, {'participant_name': 'Sarah Burke', 'profession': 'ophthalmic laboratory technician', 'participant_info': ['logical and facts', ""author's film enthusiast"", 'funny person', 'trendy and expressive', 'well-planned in advance', 'rock', 'Noticeably Introverted', 'Not Motivated at All', 'Not Creative at All', 'Moderately Stressed', 'Very Good Job', 'Extremely Spiritual', 'Rarely Family-Oriented', 'Completely Isolated', 'Extremely Enjoys Going Out', 'Occasionally Works Out', 'Academic Success Very Highly Matters', 'Leans Toward City', 'Highly Enjoys Politically Incorrect Humor', 'Avoids Discussing Politics']}, {'participant_name': 'Tina Walker', 'profession': 'physical scientist', 'participant_info': ['logical and facts', ""author's film enthusiast"", 'funny person', 'trendy and expressive', 'spontanous and improvized', 'rock', 'Moderately Introverted', 'Slightly Motivated', 'Moderately Creative', 'Very Highly Stressed', 'Bad Job', 'Very Highly Spiritual', 'Not Family-Oriented at All', 'Fairly Lonely', 'Occasionally Enjoys Going Out', 'Occasionally Works Out', 'Academic Success Very Highly Matters', 'Enjoys City More', 'Slightly Dislikes Politically Incorrect Humor', 'Often Enjoys Discussing Politics']}, {'participant_name': 'Susan Singh', 'profession': 'wind energy development manager', 'participant_info': ['emotions and feelings', 'mainstream blockbuster lover', 'funny person', 'classic and timeless', 'spontanous and improvized', 'neither rap or rock', 'Slightly Introverted', 'Very Highly Motivated', 'Moderately Creative', 'Occasionally Stressed', 'Good Job', 'Slightly Spiritual', 'Not Family-Oriented at All', 'Occasionally Lonely', 'Slightly Enjoys Going Out', 'Fairly Enjoys Working Out', 'Academic Success Slightly Matters', 'Prefers Nature Strongly', 'Mildly Enjoys Politically Incorrect Humor', 'Moderately Enjoys Discussing Politics']}]"
121,From Page to Stage with Arjun Sajnani,08/03/2025,15,2500,mumbai,"['english', 'kannada']",121,Thomas Wilson,"['logical and facts', ""author's film enthusiast"", 'smart person', 'classic and timeless', 'well-planned in advance', 'neither rap or rock', 'Slightly Introverted', 'Highly Motivated', 'Fairly Creative', 'Fairly Stressed', 'Great Job', 'Deeply Enlightened', 'Fairly Family-Oriented', 'Moderately Lonely', 'Moderately Enjoys Going Out', 'Occasionally Works Out', 'Academic Success Extremely Matters', 'Balanced Between Nature and City', 'Mostly Dislikes Politically Incorrect Humor', 'Passionate About Discussing Politics']","[{'participant_name': 'Patricia Castillo', 'profession': 'environmental compliance inspector', 'participant_info': ['emotions and feelings', ""author's film enthusiast"", 'smart person', 'trendy and expressive', 'spontanous and improvized', 'rock', 'Extremely Introverted', 'Very Highly Motivated', 'Exceptionally Imaginative', 'Extremely Stressed', 'Average Job', 'Rarely Spiritual', 'Deeply Devoted to Family', 'Occasionally Lonely', 'Moderately Enjoys Going Out', 'Occasionally Works Out', 'Academic Success is My Top Priority', 'Thrives in the City', 'Very Highly Enjoys Politically Incorrect Humor', 'Loves Discussing Politics']}, {'participant_name': 'Brandon Hodges', 'profession': 'food scientist or technologist', 'participant_info': ['emotions and feelings', ""author's film enthusiast"", 'smart person', 'trendy and expressive', 'spontanous and improvized', 'neither rap or rock', 'Slightly Extroverted', 'Fairly Motivated', 'Not Creative at All', 'Extremely Stressed', 'Great Job', 'Not Spiritual at All', 'Slightly Family-Oriented', 'Moderately Lonely', 'Very Highly Enjoys Going Out', 'Very Passionate About Working Out', ""Academic Success Doesn't Matter at All"", 'Enjoys City More', 'Highly Enjoys Politically Incorrect Humor', 'Hates Discussing Politics']}, {'participant_name': 'Cody Patrick', 'profession': 'surveying and mapping technician', 'participant_info': ['logical and facts', ""author's film enthusiast"", 'smart person', 'trendy and expressive', 'spontanous and improvized', 'neither rap or rock', 'Very Highly Introverted', 'Extremely Motivated', 'Fairly Creative', 'Slightly Stressed', 'Very Good Job', 'Moderately Spiritual', 'Rarely Family-Oriented', 'Never Lonely', 'Slightly Enjoys Going Out', 'Very Passionate About Working Out', 'Academic Success Highly Matters', 'Prefers City Strongly', 'Slightly Dislikes Politically Incorrect Humor', 'Avoids Discussing Politics']}, {'participant_name': 'Thomas Wilson', 'profession': 'wind energy development manager', 'participant_info': ['logical and facts', ""author's film enthusiast"", 'smart person', 'classic and timeless', 'well-planned in advance', 'neither rap or rock', 'Slightly Introverted', 'Highly Motivated', 'Fairly Creative', 'Fairly Stressed', 'Great Job', 'Deeply Enlightened', 'Fairly Family-Oriented', 'Moderately Lonely', 'Moderately Enjoys Going Out', 'Occasionally Works Out', 'Academic Success Extremely Matters', 'Balanced Between Nature and City', 'Mostly Dislikes Politically Incorrect Humor', 'Passionate About Discussing Politics']}]"
122,Breakfast & Bonding: A Turkish *Kahvaltﾄｱ* Table with New Friends,08/03/2025,8,2500,bangalore,"['english', 'telugu']",122,Emily Castro,"['logical and facts', ""author's film enthusiast"", 'smart person', 'classic and timeless', 'well-planned in advance', 'neither rap or rock', 'Slightly Introverted', 'Highly Motivated', 'Fairly Creative', 'Fairly Stressed', 'Great Job', 'Deeply Enlightened', 'Fairly Family-Oriented', 'Moderately Lonely', 'Moderately Enjoys Going Out', 'Occasionally Works Out', 'Academic Success Extremely Matters', 'Balanced Between Nature and City', 'Mostly Dislikes Politically Incorrect Humor', 'Passionate About Discussing Politics']","[{'participant_name': 'Rebecca Scott', 'profession': 'environmental compliance inspector', 'participant_info': ['logical and facts', ""author's film enthusiast"", 'smart person', 'trendy and expressive', 'spontanous and improvized', 'neither rap or rock', 'Slightly Introverted', 'Not Motivated at All', 'Extremely Creative', 'Moderately Stressed', 'Very Bad Job', 'Not Spiritual at All', 'Rarely Family-Oriented', 'Extremely Lonely', 'Extremely Enjoys Going Out', 'Moderately Enjoys Working Out', 'Academic Success is My Top Priority', 'Loves Only Nature', 'Slightly Dislikes Politically Incorrect Humor', 'Highly Enjoys Discussing Politics']}, {'participant_name': 'Richard Sanchez', 'profession': '', 'participant_info': ['logical and facts', ""author's film enthusiast"", 'funny person', 'trendy and expressive', 'well-planned in advance', 'rap', 'Noticeably Introverted', 'Not Motivated at All', 'Slightly Creative', 'Moderately Stressed', 'Great Job', 'Not Spiritual at All', 'Deeply Devoted to Family', 'Slightly Lonely', 'Very Highly Enjoys Going Out', 'Moderately Enjoys Working Out', 'Academic Success Highly Matters', 'Loves Only City', 'Moderately Enjoys Politically Incorrect Humor', 'Passionate About Discussing Politics']}, {'participant_name': 'Emily Castro', 'profession': 'wind energy development manager', 'participant_info': ['logical and facts', ""author's film enthusiast"", 'smart person', 'classic and timeless', 'well-planned in advance', 'neither rap or rock', 'Slightly Introverted', 'Highly Motivated', 'Fairly Creative', 'Fairly Stressed', 'Great Job', 'Deeply Enlightened', 'Fairly Family-Oriented', 'Moderately Lonely', 'Moderately Enjoys Going Out', 'Occasionally Works Out', 'Academic Success Extremely Matters', 'Balanced Between Nature and City', 'Mostly Dislikes Politically Incorrect Humor', 'Passionate About Discussing Politics']}]"
123,Bento Box Table,01/03/2025,20,500,bangalore,"['english', 'kannada']",123,Kenneth Farley,"['logical and facts', ""author's film enthusiast"", 'smart person', 'classic and timeless', 'well-planned in advance', 'neither rap or rock', 'Slightly Introverted', 'Highly Motivated', 'Fairly Creative', 'Fairly Stressed', 'Great Job', 'Deeply Enlightened', 'Fairly Family-Oriented', 'Moderately Lonely', 'Moderately Enjoys Going Out', 'Occasionally Works Out', 'Academic Success Extremely Matters', 'Balanced Between Nature and City', 'Mostly Dislikes Politically Incorrect Humor', 'Passionate About Discussing Politics']","[{'participant_name': 'Michael Garcia', 'profession': 'atmospheric scientist', 'participant_info': ['logical and facts', 'mainstream blockbuster lover', 'funny person', 'trendy and expressive', 'well-planned in advance', 'rock', 'Slightly Extroverted', 'Extremely Motivated', 'Fairly Creative', 'Very Highly Stressed', 'Very Good Job', 'Rarely Spiritual', 'Rarely Family-Oriented', 'Completely Isolated', 'Slightly Enjoys Going Out', 'Extremely Dedicated to Working Out', 'Academic Success Moderately Matters', 'Prefers City Strongly', 'Very Highly Enjoys Politically Incorrect Humor', 'Loves Discussing Politics']}, {'participant_name': 'Elaine Stevenson', 'profession': 'molecular and cellular biologist', 'participant_info': ['logical and facts', 'mainstream blockbuster lover', 'funny person', 'trendy and expressive', 'spontanous and improvized', 'neither rap or rock', 'Highly Extroverted', 'Slightly Motivated', 'Highly Creative', 'Not Stressed at All', 'Bad Job', 'Occasionally Spiritual', 'Extremely Family-Oriented', 'Occasionally Lonely', 'Rarely Enjoys Going Out', 'Hates Working Out', 'Academic Success Rarely Matters', 'Enjoys City More', 'Mildly Enjoys Politically Incorrect Humor', 'Often Enjoys Discussing Politics']}, {'participant_name': 'Kenneth Farley', 'profession': 'wind energy development manager', 'participant_info': ['logical and facts', ""author's film enthusiast"", 'smart person', 'classic and timeless', 'well-planned in advance', 'neither rap or rock', 'Slightly Introverted', 'Highly Motivated', 'Fairly Creative', 'Fairly Stressed', 'Great Job', 'Deeply Enlightened', 'Fairly Family-Oriented', 'Moderately Lonely', 'Moderately Enjoys Going Out', 'Occasionally Works Out', 'Academic Success Extremely Matters', 'Balanced Between Nature and City', 'Mostly Dislikes Politically Incorrect Humor', 'Passionate About Discussing Politics']}]"
124,Bombay Style Breakfast with Strangers,02/03/2025,10,3000,mumbai,"['english', 'telugu']",124,Ashley Frank,"['logical and facts', ""author's film enthusiast"", 'smart person', 'classic and timeless', 'well-planned in advance', 'neither rap or rock', 'Slightly Introverted', 'Highly Motivated', 'Fairly Creative', 'Fairly Stressed', 'Great Job', 'Deeply Enlightened', 'Fairly Family-Oriented', 'Moderately Lonely', 'Moderately Enjoys Going Out', 'Occasionally Works Out', 'Academic Success Extremely Matters', 'Balanced Between Nature and City', 'Mostly Dislikes Politically Incorrect Humor', 'Passionate About Discussing Politics']","[{'participant_name': 'Hannah White', 'profession': 'surveyor', 'participant_info': ['logical and facts', ""author's film enthusiast"", 'smart person', 'trendy and expressive', 'spontanous and improvized', 'neither rap or rock', 'Very Highly Introverted', 'Extremely Motivated', 'Fairly Creative', 'Slightly Stressed', 'Very Good Job', 'Moderately Spiritual', 'Rarely Family-Oriented', 'Never Lonely', 'Slightly Enjoys Going Out', 'Very Passionate About Working Out', 'Academic Success Highly Matters', 'Prefers City Strongly', 'Slightly Dislikes Politically Incorrect Humor', 'Avoids Discussing Politics']}, {'participant_name': 'Karen Joseph', 'profession': 'clinical nurse specialist', 'participant_info': ['emotions and feelings', 'mainstream blockbuster lover', 'smart person', 'classic and timeless', 'well-planned in advance', 'neither rap or rock', 'Noticeably Introverted', 'Rarely Motivated', 'Extremely Creative', 'Occasionally Stressed', 'Bad Job', 'Slightly Spiritual', 'Moderately Family-Oriented', 'Moderately Lonely', 'Hates Going Out', 'Rarely Works Out', 'Academic Success Rarely Matters', 'Leans Toward City', 'Very Highly Enjoys Politically Incorrect Humor', 'Loves Discussing Politics']}, {'participant_name': 'Ashley Frank', 'profession': 'wind energy development manager', 'participant_info': ['logical and facts', ""author's film enthusiast"", 'smart person', 'classic and timeless', 'well-planned in advance', 'neither rap or rock', 'Slightly Introverted', 'Highly Motivated', 'Fairly Creative', 'Fairly Stressed', 'Great Job', 'Deeply Enlightened', 'Fairly Family-Oriented', 'Moderately Lonely', 'Moderately Enjoys Going Out', 'Occasionally Works Out', 'Academic Success Extremely Matters', 'Balanced Between Nature and City', 'Mostly Dislikes Politically Incorrect Humor', 'Passionate About Discussing Politics']}]"
125,Enjoy an evening with fellow Chocolate Lovers,02/03/2025,15,5000,mumbai,"['english', 'kannada']",125,Katherine Fischer,"['logical and facts', ""author's film enthusiast"", 'funny person', 'classic and timeless', 'spontanous and improvized', 'rock', 'Highly Extroverted', 'Moderately Motivated', 'Extremely Creative', 'Highly Stressed', 'Terrible Job', 'Highly Spiritual', 'Rarely Family-Oriented', 'Extremely Lonely', 'Slightly Enjoys Going Out', 'Occasionally Works Out', 'Academic Success Fairly Matters', 'Loves Only Nature', 'Occasionally Tolerates Politically Incorrect Humor', 'Passionate About Discussing Politics']","[{'participant_name': 'Ronald Tucker', 'profession': 'radiologist', 'participant_info': ['logical and facts', 'mainstream blockbuster lover', 'funny person', 'classic and timeless', 'well-planned in advance', 'rock', 'Moderately Introverted', 'Very Highly Motivated', 'Not Creative at All', 'Severely Overwhelmed', 'Bad Job', 'Not Spiritual at All', 'Slightly Family-Oriented', 'Occasionally Lonely', 'Rarely Enjoys Going Out', 'Very Passionate About Working Out', 'Academic Success Moderately Matters', 'Thrives in the City', 'Occasionally Tolerates Politically Incorrect Humor', 'Loves Discussing Politics']}, {'participant_name': 'Jonathan King', 'profession': 'mathematical science occupation', 'participant_info': ['logical and facts', 'mainstream blockbuster lover', 'smart person', 'trendy and expressive', 'spontanous and improvized', 'neither rap or rock', 'Highly Introverted', 'Very Highly Motivated', 'Moderately Creative', 'Not Stressed at All', 'Bad Job', 'Highly Spiritual', 'Fairly Family-Oriented', 'Moderately Lonely', 'Occasionally Enjoys Going Out', 'Extremely Dedicated to Working Out', 'Academic Success Highly Matters', 'Prefers Nature Strongly', 'Strongly Dislikes Politically Incorrect Humor', 'Somewhat Enjoys Discussing Politics']}, {'participant_name': 'Katherine Fischer', 'profession': 'wind energy development manager', 'participant_info': ['logical and facts', ""author's film enthusiast"", 'funny person', 'classic and timeless', 'spontanous and improvized', 'rock', 'Highly Extroverted', 'Moderately Motivated', 'Extremely Creative', 'Highly Stressed', 'Terrible Job', 'Highly Spiritual', 'Rarely Family-Oriented', 'Extremely Lonely', 'Slightly Enjoys Going Out', 'Occasionally Works Out', 'Academic Success Fairly Matters', 'Loves Only Nature', 'Occasionally Tolerates Politically Incorrect Humor', 'Passionate About Discussing Politics']}]"
126,Home Made Dal Baati Table by Home Chef,09/03/2025,20,4000,bangalore,"['english', 'telugu']",126,Debbie Gonzalez,"['logical and facts', ""author's film enthusiast"", 'funny person', 'trendy and expressive', 'well-planned in advance', 'rap', 'Highly Introverted', 'Very Highly Motivated', 'Not Creative at All', 'Severely Overwhelmed', 'Dream Job', 'Moderately Spiritual', 'Highly Family-Oriented', 'Moderately Lonely', 'Extremely Enjoys Going Out', 'Highly Enjoys Working Out', 'Academic Success Rarely Matters', 'Loves Only Nature', 'Slightly Dislikes Politically Incorrect Humor', 'Rarely Discusses Politics']","[{'participant_name': 'Gloria Jensen', 'profession': 'medical scientist', 'participant_info': ['emotions and feelings', 'mainstream blockbuster lover', 'smart person', 'trendy and expressive', 'well-planned in advance', 'neither rap or rock', 'Moderately Introverted', 'Very Highly Motivated', 'Occasionally Creative', 'Highly Stressed', 'Dream Job', 'Highly Spiritual', 'Fairly Family-Oriented', 'Extremely Lonely', 'Rarely Enjoys Going Out', 'Occasionally Works Out', 'Academic Success is My Top Priority', 'Loves Only City', 'Mostly Dislikes Politically Incorrect Humor', 'Highly Enjoys Discussing Politics']}, {'participant_name': 'Richard Fisher', 'profession': 'surveying and mapping technician', 'participant_info': ['logical and facts', 'mainstream blockbuster lover', 'smart person', 'classic and timeless', 'well-planned in advance', 'rap', 'Ambiverted', 'Incredibly Self-Driven', 'Not Creative at All', 'Highly Stressed', 'Good Job', 'Fairly Spiritual', 'Rarely Family-Oriented', 'Rarely Lonely', 'Hates Going Out', 'Occasionally Works Out', 'Academic Success Slightly Matters', 'Enjoys Nature More', 'Occasionally Tolerates Politically Incorrect Humor', 'Often Enjoys Discussing Politics']}, {'participant_name': 'Michael Mcdonald', 'profession': 'nuclear technician', 'participant_info': ['emotions and feelings', ""author's film enthusiast"", 'smart person', 'classic and timeless', 'spontanous and improvized', 'rap', 'Extremely Introverted', 'Occasionally Motivated', 'Not Creative at All', 'Not Stressed at All', 'Dream Job', 'Fairly Spiritual', 'Extremely Family-Oriented', 'Rarely Lonely', 'Slightly Enjoys Going Out', 'Fairly Enjoys Working Out', 'Academic Success Occasionally Matters', 'Balanced Between Nature and City', 'Moderately Enjoys Politically Incorrect Humor', 'Highly Enjoys Discussing Politics']}, {'participant_name': 'Debbie Gonzalez', 'profession': 'wind energy development manager', 'participant_info': ['logical and facts', ""author's film enthusiast"", 'funny person', 'trendy and expressive', 'well-planned in advance', 'rap', 'Highly Introverted', 'Very Highly Motivated', 'Not Creative at All', 'Severely Overwhelmed', 'Dream Job', 'Moderately Spiritual', 'Highly Family-Oriented', 'Moderately Lonely', 'Extremely Enjoys Going Out', 'Highly Enjoys Working Out', 'Academic Success Rarely Matters', 'Loves Only Nature', 'Slightly Dislikes Politically Incorrect Humor', 'Rarely Discusses Politics']}]"
127,Clear the Clutter: A Year-End Reset,01/03/2025,10,4000,mumbai,"['english', 'tamil']",127,John Herring,"['emotions and feelings', ""author's film enthusiast"", 'funny person', 'classic and timeless', 'well-planned in advance', 'neither rap or rock', 'Slightly Extroverted', 'Extremely Motivated', 'Rarely Creative', 'Slightly Stressed', 'Decent Job', 'Occasionally Spiritual', 'Deeply Devoted to Family', 'Very Highly Lonely', 'Hates Going Out', 'Hates Working Out', ""Academic Success Doesn't Matter at All"", 'Enjoys Nature More', 'Highly Enjoys Politically Incorrect Humor', 'Avoids Discussing Politics']","[{'participant_name': 'Elizabeth Jones', 'profession': 'chemistry teacher', 'participant_info': ['logical and facts', 'mainstream blockbuster lover', 'smart person', 'classic and timeless', 'spontanous and improvized', 'neither rap or rock', 'Slightly Extroverted', 'Slightly Motivated', 'Not Creative at All', 'Moderately Stressed', 'Very Bad Job', 'Slightly Spiritual', 'Extremely Family-Oriented', 'Completely Isolated', 'Very Highly Enjoys Going Out', 'Highly Enjoys Working Out', 'Academic Success Very Highly Matters', 'Leans Toward Nature', 'Strongly Dislikes Politically Incorrect Humor', 'Passionate About Discussing Politics']}, {'participant_name': 'John Herring', 'profession': 'computer systems analyst', 'participant_info': ['emotions and feelings', ""author's film enthusiast"", 'funny person', 'classic and timeless', 'well-planned in advance', 'neither rap or rock', 'Slightly Extroverted', 'Extremely Motivated', 'Rarely Creative', 'Slightly Stressed', 'Decent Job', 'Occasionally Spiritual', 'Deeply Devoted to Family', 'Very Highly Lonely', 'Hates Going Out', 'Hates Working Out', ""Academic Success Doesn't Matter at All"", 'Enjoys Nature More', 'Highly Enjoys Politically Incorrect Humor', 'Avoids Discussing Politics']}]"
128,The Girl Talk Chronicles: Let's Spill,08/03/2025,20,5000,chennai,"['english', 'kannada']",128,James Lucas,"['logical and facts', ""author's film enthusiast"", 'smart person', 'classic and timeless', 'well-planned in advance', 'neither rap or rock', 'Highly Extroverted', 'Very Highly Motivated', 'Not Creative at All', 'Very Highly Stressed', 'Good Job', 'Not Spiritual at All', 'Very Highly Family-Oriented', 'Extremely Lonely', 'Moderately Enjoys Going Out', 'Moderately Enjoys Working Out', ""Academic Success Doesn't Matter at All"", 'Loves Only City', 'Neutral Towards Politically Incorrect Humor', 'Hates Discussing Politics']","[{'participant_name': 'Lynn Kelley', 'profession': 'robotics engineer', 'participant_info': ['emotions and feelings', 'mainstream blockbuster lover', 'funny person', 'trendy and expressive', 'spontanous and improvized', 'rock', 'Slightly Extroverted', 'Slightly Motivated', 'Occasionally Creative', 'Occasionally Stressed', 'Good Job', 'Deeply Enlightened', 'Very Highly Family-Oriented', 'Never Lonely', 'Highly Enjoys Going Out', 'Somewhat Enjoys Working Out', 'Academic Success Highly Matters', 'Enjoys Nature More', 'Highly Enjoys Politically Incorrect Humor', 'Occasionally Discusses Politics']}, {'participant_name': 'Alexis Huerta', 'profession': 'photonics engineer', 'participant_info': ['logical and facts', ""author's film enthusiast"", 'funny person', 'classic and timeless', 'well-planned in advance', 'rock', 'Slightly Introverted', 'Highly Motivated', 'Exceptionally Imaginative', 'Moderately Stressed', 'Good Job', 'Rarely Spiritual', 'Slightly Family-Oriented', 'Slightly Lonely', 'Occasionally Enjoys Going Out', 'Hates Working Out', ""Academic Success Doesn't Matter at All"", 'Prefers Nature Strongly', 'Highly Enjoys Politically Incorrect Humor', 'Loves Discussing Politics']}, {'participant_name': 'Lori Jackson', 'profession': 'nuclear technician', 'participant_info': ['logical and facts', 'mainstream blockbuster lover', 'smart person', 'classic and timeless', 'spontanous and improvized', 'neither rap or rock', 'Very Highly Introverted', 'Highly Motivated', 'Extremely Creative', 'Rarely Stressed', 'Very Bad Job', 'Fairly Spiritual', 'Fairly Family-Oriented', 'Slightly Lonely', 'Very Highly Enjoys Going Out', 'Moderately Enjoys Working Out', 'Academic Success Extremely Matters', 'Enjoys City More', 'Absolutely Loves Politically Incorrect Humor', 'Loves Discussing Politics']}, {'participant_name': 'James Lucas', 'profession': 'computer systems analyst', 'participant_info': ['logical and facts', ""author's film enthusiast"", 'smart person', 'classic and timeless', 'well-planned in advance', 'neither rap or rock', 'Highly Extroverted', 'Very Highly Motivated', 'Not Creative at All', 'Very Highly Stressed', 'Good Job', 'Not Spiritual at All', 'Very Highly Family-Oriented', 'Extremely Lonely', 'Moderately Enjoys Going Out', 'Moderately Enjoys Working Out', ""Academic Success Doesn't Matter at All"", 'Loves Only City', 'Neutral Towards Politically Incorrect Humor', 'Hates Discussing Politics']}]"
129,Shake It Up Wednesday: Gin & Vibes Edition ･�,01/03/2025,10,4000,bangalore,"['english', 'tamil']",129,Anna Vaughn,"['emotions and feelings', ""author's film enthusiast"", 'smart person', 'classic and timeless', 'spontanous and improvized', 'neither rap or rock', 'Moderately Introverted', 'Slightly Motivated', 'Fairly Creative', 'Very Highly Stressed', 'Very Bad Job', 'Deeply Enlightened', 'Slightly Family-Oriented', 'Occasionally Lonely', 'Highly Enjoys Going Out', 'Highly Enjoys Working Out', 'Academic Success Moderately Matters', 'Enjoys Nature More', 'Mildly Enjoys Politically Incorrect Humor', 'Loves Discussing Politics']","[{'participant_name': 'Cheryl Porter', 'profession': '', 'participant_info': ['logical and facts', ""author's film enthusiast"", 'smart person', 'classic and timeless', 'spontanous and improvized', 'rap', 'Noticeably Introverted', 'Not Motivated at All', 'Moderately Creative', 'Severely Overwhelmed', 'Average Job', 'Extremely Spiritual', 'Not Family-Oriented at All', 'Highly Lonely', 'Fairly Enjoys Going Out', 'Fairly Enjoys Working Out', 'Academic Success Occasionally Matters', 'Enjoys Nature More', 'Neutral Towards Politically Incorrect Humor', 'Moderately Enjoys Discussing Politics']}, {'participant_name': 'Anna Vaughn', 'profession': 'computer systems analyst', 'participant_info': ['emotions and feelings', ""author's film enthusiast"", 'smart person', 'classic and timeless', 'spontanous and improvized', 'neither rap or rock', 'Moderately Introverted', 'Slightly Motivated', 'Fairly Creative', 'Very Highly Stressed', 'Very Bad Job', 'Deeply Enlightened', 'Slightly Family-Oriented', 'Occasionally Lonely', 'Highly Enjoys Going Out', 'Highly Enjoys Working Out', 'Academic Success Moderately Matters', 'Enjoys Nature More', 'Mildly Enjoys Politically Incorrect Humor', 'Loves Discussing Politics']}]"
130,New to the City - Bengaluru Edition,02/03/2025,5,3500,bangalore,"['english', 'tamil']",130,Peggy Summers,"['emotions and feelings', ""author's film enthusiast"", 'smart person', 'classic and timeless', 'well-planned in advance', 'rock', 'Noticeably Introverted', 'Slightly Motivated', 'Slightly Creative', 'Highly Stressed', 'Bad Job', 'Not Spiritual at All', 'Rarely Family-Oriented', 'Very Highly Lonely', 'Moderately Enjoys Going Out', 'Somewhat Enjoys Working Out', 'Academic Success Very Highly Matters', 'Loves Only City', 'Moderately Enjoys Politically Incorrect Humor', 'Hates Discussing Politics']","[{'participant_name': 'Alice Johnson', 'profession': 'cardiovascular technologist', 'participant_info': ['logical and facts', ""author's film enthusiast"", 'smart person', 'trendy and expressive', 'well-planned in advance', 'rap', 'Mostly Extroverted', 'Fairly Motivated', 'Highly Creative', 'Not Stressed at All', 'Good Job', 'Deeply Enlightened', 'Not Family-Oriented at All', 'Occasionally Lonely', 'Hates Going Out', 'Lives to Work Out', 'Academic Success Occasionally Matters', 'Balanced Between Nature and City', 'Strongly Dislikes Politically Incorrect Humor', 'Often Enjoys Discussing Politics']}, {'participant_name': 'Terri Scott', 'profession': 'chemistry teacher', 'participant_info': ['logical and facts', 'mainstream blockbuster lover', 'smart person', 'classic and timeless', 'spontanous and improvized', 'neither rap or rock', 'Very Highly Introverted', 'Rarely Motivated', 'Not Creative at All', 'Slightly Stressed', 'Average Job', 'Highly Spiritual', 'Highly Family-Oriented', 'Occasionally Lonely', 'Moderately Enjoys Going Out', 'Moderately Enjoys Working Out', 'Academic Success Rarely Matters', 'Loves Only Nature', 'Highly Enjoys Politically Incorrect Humor', 'Somewhat Enjoys Discussing Politics']}, {'participant_name': 'Peggy Summers', 'profession': 'computer systems analyst', 'participant_info': ['emotions and feelings', ""author's film enthusiast"", 'smart person', 'classic and timeless', 'well-planned in advance', 'rock', 'Noticeably Introverted', 'Slightly Motivated', 'Slightly Creative', 'Highly Stressed', 'Bad Job', 'Not Spiritual at All', 'Rarely Family-Oriented', 'Very Highly Lonely', 'Moderately Enjoys Going Out', 'Somewhat Enjoys Working Out', 'Academic Success Very Highly Matters', 'Loves Only City', 'Moderately Enjoys Politically Incorrect Humor', 'Hates Discussing Politics']}]"
